course_code,requisites
PHYS*3170,"(1 of IPS*1510, MATH*1210, MATH*2080), (MATH*2170 or MATH*2270) - Must be completed prior to taking this course."
PHYS*3230,"MATH*2270, PHYS*2330 - Must be completed prior to taking this course."
PHYS*3400,"(MATH*2170 or MATH*2270), (PHYS*2310 or PHYS*2440) - Must be completed prior to taking this course."
PHYS*3510,"PHYS*2180 or (NANO*2100, PHYS*2310) - Must be completed prior to taking this course."
PHYS*4001,PHYS*3510 - Must be completed prior to taking this course.
PHYS*4070,PHYS*3170 - Must be completed prior to taking this course.
PHYS*4120,PHYS*4040 - Must be completed prior to taking this course.
PLNT*6010,PBIO*3110 - Must be completed prior to taking this course.
PLNT*6080,ENVS*3210 or PBIO*4070 - Must be completed prior to taking this course.
PLNT*6320,BIOC*2580 - Must be completed prior to taking this course.
PLNT*6500,MBG*2040 and STAT*2040 or STAT*2230 - Must be completed prior to taking this course.
PLNT*6530,UNIV*6020 or STAT*6950
PBIO*3110,"1 of BIOL*1050, BIOL*1070, BIOL*1090 - Must be completed prior to taking this course."
PBIO*3120,BIOL*1050 or BOT*2100 - Must be completed prior to taking this course.
PBIO*4000,"1 of BOT*2100, MICR*2030, (BIOL*1070, BIOL*1090, MBG*2040) - Must be completed prior to taking this course."
PBIO*4070,"1 of ENVB*3210, ENVS*3210, MICR*3090, MICR*3220 - Must be completed prior to taking this course."
PBIO*4150,"(AGR*2470 or BOT*2100), (MBG*2040 or MBG*2400) - Must be completed prior to taking this course."
PBIO*4290,"14.50 credits including CHEM*1040, (ENVS*2040 or ENVS*3210), (PBIO*3110 or PBIO*3120) - Must be completed prior to taking this course."
PBIO*4530,"(1 of BIOL*2060, BOT*2100, ENVM*1200, ENVS*2040 , ENVS*2330, PBIO*3110), CHEM*1040 - Must be completed prior to taking this course."
PBIO*4750,"(AGR*2470 or BOT*2100), (MBG*2040 or MBG*2400) - Must be completed prior to taking this course."
POLS*2230,2.00 credits - Must be completed prior to taking this course.
POLS*2250,2.00 credits - Must be completed prior to taking this course.
POLS*2300,2.00 credits - Must be completed prior to taking this course.
POLS*2350,2.00 credits - Must be completed prior to taking this course.
POLS*2650,"4.00 credits including (1 of IDEV*1000, JLS*1000, POLS*1150) - Must be completed prior to taking this course."
POLS*3050,POLS*1400 or POLS*2300 - Must be completed prior to taking this course.
POLS*3060,"1 of IDEV*2000, POLS*2080, POLS*2100 - Must be completed prior to taking this course."
POLS*3080,"1 of IDEV*2000, POLS*2080, POLS*2100 - Must be completed prior to taking this course."
POLS*3140,POLS*2300 or POLS*2350 - Must be completed prior to taking this course.
POLS*3160,"1 of IDEV*2000, POLS*2080, POLS*2100 - Must be completed prior to taking this course."
POLS*3210,HIST*2600 or POLS*2300 - Must be completed prior to taking this course.
POLS*3250,POLS*2230 or POLS*2250 - Must be completed prior to taking this course.
POLS*3270,7.50 credits - Must be completed prior to taking this course.
POLS*3300,"1 of POLS*2350, POLS*2250, POLS*2300 - Must be completed prior to taking this course."
POLS*3320,"1 of IDEV*2000, IDEV*2400, POLS*2080 - Must be completed prior to taking this course."
POLS*3340,"1 of ANTH*2660, HIST*2090, HIST*2600, INDG*1000, POLS*2230, POLS*2300 - Must be completed prior to taking this course."
POLS*3350,"1 of IDEV*2400, POLS*2100, POLS*2350 - Must be completed prior to taking this course."
POLS*3360,POLS*2100 or POLS*2200 - Must be completed prior to taking this course.
POLS*3370,7.50 credits - Must be completed prior to taking this course.
POPM*3240,"(BIOL*1080 or BIOL*1090), (1 of SOAN*2120, STAT*2040, STAT*2230) - Must be completed prior to taking this course."
POPM*4040,"1 of FOOD*3230, POPM*3240 - Must be completed prior to taking this course."
POPM*4230,"1 of ANSC*2340, ANSC*3080, (ONEH*2000, POPM*3240) - Must be completed prior to taking this course."
POPM*6290,POPM*6210 - Must be completed prior to taking this course.
POPM*6590,POPM*6560 - Must be completed prior to taking this course.
POPM*6600,POPM*6560 - Must be completed prior to taking this course.
POPM*6800,POPM*6200 - Must be completed prior to taking this course.
POPM*6960,POPM*6200 and POPM*6520 - Must be completed prior to taking this course.
PSYC*1130,AHSS*1110 or PSYC*1110 - Must be completed prior to taking this course.
PSYC*1500,PSYC*1000 - Must be taken either prior to or at the same time as this course.
PSYC*2020,PSYC*1000 - Must be completed prior to taking this course.
PSYC*2030,3.00 credits - Must be completed prior to taking this course.
PSYC*2070,4.00 credits including PSYC*1000 - Must be completed prior to taking this course.
PSYC*2120,"PSYC*1110 or (AHSS*1110, AHSS*1120) - Must be completed prior to taking this course."
PSYC*2130,"PSYC*1110 or (AHSS*1110, AHSS*1120) - Must be completed prior to taking this course."
PSYC*2160,"PSYC*1110 or (AHSS*1110, AHSS*1120) - Must be completed prior to taking this course."
PSYC*2190,PSYC*1130 - Must be completed prior to taking this course.
PSYC*2200,"PSYC*1110 or (AHSS*1110, AHSS*1120) - Must be completed prior to taking this course."
PSYC*2210,"PSYC*1110 or (AHSS*1110, AHSS*1120) - Must be completed prior to taking this course."
PSYC*2220,PSYC*2200 - Must be completed prior to taking this course.
PSYC*2310,PSYC*1000 - Must be completed prior to taking this course.
PSYC*2330,PSYC*1000 - Must be completed prior to taking this course.
PSYC*2390,PSYC*1000 - Must be completed prior to taking this course.
PSYC*2410,PSYC*1000 - Must be completed prior to taking this course.
PSYC*2450,PSYC*1000 - Must be completed prior to taking this course.
REAL*2820,5.00 credits - Must be completed prior to taking this course.
REAL*3880,10.00 credits including REAL*1820 - Must be completed prior to taking this course.
REAL*4830,"15.00 credits including REAL*3810, REAL*4820 - Must be completed prior to taking this course."
REAL*4840,"9.00 credits including REAL*1820, REAL*2820 - Must be completed prior to taking this course."
REAL*4870,14.00 credits - Must be completed prior to taking this course.
RST*6010,RST*6000 - Must be completed prior to taking this course.
RST*6110,RST*6100 - Must be completed prior to taking this course.
SCMA*2080,SCMA*1500 - Must be completed prior to taking this course.
SCMA*2110,0.50 credits - Must be completed prior to taking this course.
SCMA*3040,SCMA*2040 - Must be completed prior to taking this course.
SCMA*3080,"SCMA*1500, SCMA*2110 - Must be completed prior to taking this course."
SCMA*3100,"KIN*1040, SCMA*2080 - Must be completed prior to taking this course."
XSEN*3070,CHEM*3750 - Must be completed prior to taking this course.
XSEN*3090,"BIOC*2580, CHEM*2700 - Must be completed prior to taking this course."
XSEN*3200,CHEM*3750 - Must be completed prior to taking this course.
XSEN*3210,CHEM*2700 - Must be completed prior to taking this course.
SXGN*2000,SXGN*1000 or SXGN*1010 - Must be completed prior to taking this course.
SXGN*3000,"SXGN*2000, SXGN*2010 - Must be completed prior to taking this course."
SXGN*3010,"SXGN*2000, SXGN*2010 - Must be completed prior to taking this course."
SXGN*4000,"SXGN*3000, SXGN*3010 - Must be completed prior to taking this course."
SOPR*6100,SOPR*6000 - Must be completed prior to taking this course.
SOC*2010,SOC*1100 - Must be completed prior to taking this course.
SOC*2070,SOC*1100 or SOC*1500 - Must be completed prior to taking this course.
SOC*2080,"1 of ANTH*1150, IDEV*1000, GEOG*1220, SOC*1100 - Must be completed prior to taking this course."
SOC*2280,"1 of ANTH*1150, GEOG*1220, IDEV*1000, INDG*1000, SOC*1100 - Must be completed prior to taking this course."
SOC*2390,SOC*1100 - Must be completed prior to taking this course.
SOC*2700,"1 of CJPP*1000, SOC*1000, SOC*1500 - Must be completed prior to taking this course."
SOC*2760,"1 of ANTH*1150, FRHD*1010, PHIL*1010, POLS*1400, PSYC*1000, PSYC*1100, PSYC*1200, SOC*1100, SOC*1500 - Must be completed prior to taking this course."
SOC*2900,4.00 credits - Must be completed prior to taking this course.
SOC*3130,"SOAN*2112, SOAN*2120 - Must be completed prior to taking this course."
SOC*3310,"SOAN*2112, SOAN*2120 - Must be completed prior to taking this course."
SOC*3410,"SOAN*2112, SOAN*2120 - Must be completed prior to taking this course."
SOC*3710,"(SOAN*2112 or SOC*2700), SOAN*2120 - Must be completed prior to taking this course."
SOC*3730,"(SOAN*2112 or SOC*2700), SOAN*2120 - Must be completed prior to taking this course."
SOC*3740,"(SOAN*2112 or SOC*2700), SOAN*2120 - Must be completed prior to taking this course."
SOC*3750,"(SOAN*2112 or SOC*2700), SOAN*2120 - Must be completed prior to taking this course."
SOC*3840,"10.00 credits including (1 of SOAN*2112, SOC*2080, SOC*2700), SOAN*2120 - Must be completed prior to taking this course."
SOC*3850,"10.00 credits including (1 of SOAN*2112, SOC*2080, SOC*2700), SOAN*2120 - Must be completed prior to taking this course."
SOC*4010,"14.00 credits including (SOC*2700 or SOC*3310), (SOAN*3120 or POLS*3650 ) - Must be completed prior to taking this course."
SOC*4030,"14.00 credits including (2 of SOC*3490, SOC*3710, SOC*3730, SOC*3740, SOC*3750), (1 of ANTH*3690, SOC*2700, SOC*3310), (SOAN*3120 or POLS*3650) - Must be completed prior to taking this course."
SOC*4130,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310) - Must be completed prior to taking this course."
SOC*4140,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310) - Must be completed prior to taking this course."
SOC*4150,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310) - Must be completed prior to taking this course."
SOC*4170,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310) - Must be completed prior to taking this course."
SOC*4200,"14.00 credits including (2 of SOC*3490, SOC*3710, SOC*3730, SOC*3740, SOC*3750), (1 of ANTH*3690, SOC*2700, SOC*3310), (SOAN*3120 or POLS*3650) - Must be completed prior to taking this course."
SOC*4320,"14.00 credits including (POLS*3650 or SOAN*3120), (1 of ANTH*3690, SOC*2700, SOC*3310), (2 of SOC*3490, SOC*3710, SOC*3730, SOC*3740, SOC*3750) - Must be completed prior to taking this course."
SOAN*2111,"1 of ANTH*1150, SOC*1100, SOC*1500 - Must be completed prior to taking this course."
SOAN*2112,SOAN*2111 - Must be completed prior to taking this course.
SOAN*2120,"1 of ANTH*1150, CJPP*1000, IDEV*1000, SOC*1000, SOC*1100, SOC*1500 - Must be completed prior to taking this course."
SOAN*2290,ANTH*1150 or SOC*1100 - Must be completed prior to taking this course.
SOAN*3040,"1 of ANTH*2160, ANTH*2180, SOAN*2112 - Must be completed prior to taking this course."
SOAN*3070,ONEH*2000 or SOAN*2120 - Must be completed prior to taking this course.
SOAN*3100,"(1 of ANTH*2160, ANTH*2180, SOAN*2112, SOAN*2400), (POLS*2650 or SOAN*2120) - Must be completed prior to taking this course."
SOAN*3130,"1 of ANTH*2160, ANTH*2180, GEOG*2030, IDEV*2000, IDEV*2300, SOAN*2112 - Must be completed prior to taking this course."
SOAN*3240,"1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOC*2080 - Must be completed prior to taking this course."
SOAN*3250,"1 of ANTH*2160, ANTH*2180, IDEV*2000, SOC*2080 - Must be completed prior to taking this course."
SOAN*3380,"1 of ANTH*2230, GEOG*2210, IDEV*2000, SOC*2280 - Must be completed prior to taking this course."
SOAN*3680,"1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOC*2080 - Must be completed prior to taking this course."
SOAN*4210,"12.50 credits including (1 of ANTH*2660, IDEV*2000, IDEV*2400, GEOG*2210, SOAN*2290), (1 of GEOG*2260, IDEV*2100, POLS*2650, IES*2010, SOAN*2120, SOAN*3070) - Must be completed prior to taking this course."
SOAN*4220,"12.50 credits including (1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOC*2080), (1 of GEOG*2260, IDEV*2100, POLS*2650, SOAN*2120) - Must be completed prior to taking this course."
SOAN*4230,"12.50 credits including SOAN*3240, (1 of GEOG*2260, GEOG*3090, IDEV*2100, POLS*2650, SOAN*2120) - Must be completed prior to taking this course."
SOAN*4250,"12.50 credits including (1 of IDEV*2100, GEOG*2260, POLS*2650, SOAN*2120), (1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOAN*2112, SOC*2080) - Must be completed prior to taking this course."
SOAN*4260,"12.50 credits including (1 of IDEV*2100, GEOG*2260, POLS*2650, SOAN*2120), (1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOAN*2112, SOC*2080) - Must be completed prior to taking this course."
SOAN*4500,"(1 of ANTH*2160, ANTH*2180, ONEH*2000, SOC*2080), (1 of GEOG*2210, SOAN*2120, SOAN*3070) - Must be completed prior to taking this course."
SPAN*1110,SPAN*1100 - Must be completed prior to taking this course.
SPAN*2010,SPAN*2000 - Must be completed prior to taking this course.
SPAN*2040,HISP*1110 or SPAN*1110 - Must be completed prior to taking this course.
SPAN*2990,HISP*1110 or SPAN*1110 - Must be completed prior to taking this course.
SPAN*3080,HISP*2000 or SPAN*2000 - Must be completed prior to taking this course.
SPAN*3210,"1 of SPAN*2990, SPAN*3220, SPAN*3230 - Must be completed prior to taking this course."
SPAN*3220,HISP*2990 or SPAN*2990 - Must be completed prior to taking this course.
SPAN*3230,HISP*2990 or SPAN*2990 - Must be completed prior to taking this course.
SPAN*3240,HISP*1110 or SPAN*1110 - Must be completed prior to taking this course.
SPAN*3500,HISP*2010 or SPAN*2010 - Must be completed prior to taking this course.
SPAN*3700,10.00 credits including 1.50 credits in Spanish. - Must be completed prior to taking this course.
SPAN*3800,"1.00 credits from the following: (HISP*3220 or SPAN*3220), (HISP*3230 or SPAN*3230), SPAN*3080 - Must be completed prior to taking this course."
SPAN*3810,"1.00 credits from the following: (HISP*3220 or SPAN*3220), (HISP*3230 or SPAN*3230), SPAN*3080 - Must be completed prior to taking this course."
SPAN*4100,"(HISP*4410 or SPAN*4410), (HISP*4420 or SPAN*4420) - Must be completed prior to taking this course."
SPAN*4410,HISP*2990 or SPAN*2990 - Must be completed prior to taking this course.
SPAN*4420,HISP*2990 or SPAN*2990 - Must be completed prior to taking this course.
SPAN*4500,HISP*3500 or SPAN*3500 - Must be completed prior to taking this course.
SPAN*4840,"1 of SPAN*3210, SPAN*3220, SPAN*3230 - Must be completed prior to taking this course."
SPMT*2020,2.00 credits including (MGMT*1000 or MGMT*2150) - Must be completed prior to taking this course.
SPMT*2120,SPMT*2020 - Must be completed prior to taking this course.
SPMT*3020,"(HTM*2020 or SPMT*2020), (ECON*2560 or FIN*2000) - Must be completed prior to taking this course."
SPMT*3400,9.00 credits - Must be completed prior to taking this course.
SPMT*4020,"14.00 credits, including SPMT*3220, (HTM*3020 or SPMT*3020) - Must be completed prior to taking this course."
SPMT*4080,"14.00 credits, including SPMT*2020 - Must be completed prior to taking this course."
SPMT*4140,"MGMT*3140, SPMT*2020 - Must be completed prior to taking this course."
STAT*1200,"1 of 4U Advanced Functions, 4U Calculus, or equivalent - Must be completed prior to taking this course."
STAT*2040,"1 of 4U Calculus and Vectors, Advanced Functions and Calculus, OAC Calculus, MATH*1080 - Must be completed prior to taking this course."
STAT*2050,"1 of STAT*2040, STAT*2060, STAT*2120, STAT*2230 - Must be completed prior to taking this course."
STAT*2090,STAT*2080 - Must be completed prior to taking this course.
STAT*2120,"1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080 - Must be completed prior to taking this course."
STAT*2230,BIOL*1070 - Must be completed prior to taking this course.
STAT*3110,STAT*3100 - Must be completed prior to taking this course.
STAT*3210,STAT*2050 - Must be completed prior to taking this course.
STAT*3240,"MATH*1160, STAT*2050, (1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080) - Must be completed prior to taking this course."
STAT*3320,"(1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080), (1 of STAT*2050, STAT*3240, STAT*3100) - Must be completed prior to taking this course."
STAT*3510,STAT*2050 - Must be completed prior to taking this course.
STAT*4000,"STAT*2050, STAT*3110 - Must be completed prior to taking this course."
STAT*4060,"STAT*3110, STAT*3240 - Must be completed prior to taking this course."
STAT*4340,"STAT*3110, STAT*3240 - Must be completed prior to taking this course."
STAT*4350,"MATH*1160, STAT*3110, STAT*3240 - Must be completed prior to taking this course."
STAT*4600,1.00 credits in Statistics at the 3000 level or above. - Must be completed prior to taking this course.
SART*2090,"SART*1050, SART*1060, (1 of ARTH*1220, ARTH*1510, ARTH*1520) - Must be completed prior to taking this course."
SART*2200,"SART*1050, SART*1060, (1 of ARTH*1220, ARTH*1510, ARTH*1520) - Must be completed prior to taking this course."
SART*2300,"SART*1050, SART*1060, (1 of ARTH*1220, ARTH*1510, ARTH*1520, ARTH*2220) - Must be completed prior to taking this course."
SART*2460,"SART*1050, SART*1060, (1 of ARTH*1220, ARTH*1510, ARTH*1520) - Must be completed prior to taking this course."
SART*2610,"SART*1050, SART*1060, (1 of ARTH*1220, ARTH*1510, ARTH*1520) - Must be completed prior to taking this course."
SART*2700,"SART*1050, SART*1060, (1 of ARTH*1220, ARTH*1510, ARTH*1520, ARTH*2220) - Must be completed prior to taking this course."
SART*2710,SART*2700 - Must be completed prior to taking this course.
SART*2800,"SART*1050, SART*1060, (1 of ARTH*1220, ARTH*1510, ARTH*1520, ARTH*2220) - Must be completed prior to taking this course."
SART*3090,SART*2090 - Must be completed prior to taking this course.
SART*3200,SART*2200 - Must be completed prior to taking this course.
SART*3470,SART*2460 or SART*2610 - Must be completed prior to taking this course.
SART*3600,SART*2460 or SART*2610 - Must be completed prior to taking this course.
SART*3660,SART*2460 - Must be completed prior to taking this course.
SART*3750,SART*2610 - Must be completed prior to taking this course.
SART*3770,SART*2800 - Must be completed prior to taking this course.
SART*3800,3.00 credits in Studio Art - Must be completed prior to taking this course.
SART*3900,SART*3800 and 3.50 credits in Studio Art - Must be completed prior to taking this course.
SART*3950,1.00 credits from SART at the 2000 level - Must be completed prior to taking this course.
SART*3990,"SART*1050, SART*1060 - Must be completed prior to taking this course."
SART*4200,SART*3200 - Must be completed prior to taking this course.
SART*4250,SART*3090 or SART*3200 - Must be completed prior to taking this course.
SART*4260,SART*3090 or SART*3200 - Must be completed prior to taking this course.
SART*4300,SART*3300 - Must be completed prior to taking this course.
THST*2040,THST*1190 - Must be completed prior to taking this course.
THST*2050,THST*1190 - Must be completed prior to taking this course.
THST*2270,THST*1270 - Must be completed prior to taking this course.
THST*2450,2.00 credits - Must be completed prior to taking this course.
THST*2500,2.00 credits - Must be completed prior to taking this course.
THST*2650,2.00 credits - Must be completed prior to taking this course.
THST*3000,"7.50 credits, including THST*2050, THST*2190 - Must be completed prior to taking this course."
THST*3010,"7.50 credits, including THST*2050, THST*2190 - Must be completed prior to taking this course."
THST*3140,"7.50 credits, including THST*1040 - Must be completed prior to taking this course."
THST*3150,"7.50 credits, including THST*2270 - Must be completed prior to taking this course."
THST*3160,"7.50 credits, including THST*2270 - Must be completed prior to taking this course."
THST*3170,"7.50 credits, including THST*2270 - Must be completed prior to taking this course."
THST*3260,2.50 credits in Theatre Studies including THST*3140 or 1.00 credits in English - Must be completed prior to taking this course.
THST*3340,2.50 credits in Theatre Studies - Must be completed prior to taking this course.
THST*3500,"THST*2050, THST*2190 - Must be completed prior to taking this course."
THST*3520,8.00 credits including 1.00 credits in Theatre Studies - Must be completed prior to taking this course.
THST*3530,7.50 credits - Must be completed prior to taking this course.
THST*3630,"3.00 credits in Theatre Studies including one of the following, as appropriate to the topic of the course: THST*2080, THST*2120, THST*2230, THST*2240. - Must be completed prior to taking this course."
THST*4190,THST*3190 - Must be completed prior to taking this course.
THST*4270,"10.00 credits including THST*2270, THST*3140 - Must be completed prior to taking this course."
THST*4280,"THST*2050, THST*2190 and 2.00 credits at the 3000-level in Theatre Studies - Must be completed prior to taking this course."
TRMH*6080,TRMH*6290 - Must be completed prior to taking this course.
TRMH*6200,TRMH*6100 - Must be completed prior to taking this course.
TRMH*6270,TRMH*6100 and PSYC*6060 Minimum grade 065; - Must be completed prior to taking this course.
TRMH*6310,"TRMH*6100 and one of TRMH*6290, MCS*6050, SOC*6130 or PSYC*6060 - Must be completed prior to taking this course."
TRMH*6410,"TRMH*6100, TRMH*6200 and TRMH*6290 - Must be completed prior to taking this course."
TOX*2000,"CHEM*1050, (1 of IPS*1500, MATH*1080, MATH*1200 ), (1 of BIOL*1040, BIOL*1070, BIOL*1080, BIOL*1090) - Must be completed prior to taking this course."
TOX*3360,CHEM*1050 - Must be completed prior to taking this course.
TOX*4000,BIOM*3090 - Must be completed prior to taking this course.
TOX*4900,CHEM*3430 - Must be completed prior to taking this course.
TOX*4910,TOX*4900 - Must be completed prior to taking this course.
DTM*1500,DTM*1000 - Must be taken either prior to or at the same time as this course.
DTM*2100,DTM*1300 - Must be completed prior to taking this course.
DTM*2400,DTM*1010 or DTM*1400 - Must be completed prior to taking this course.
DTM*3000,"DTM*2000, DTM*2100 - Must be completed prior to taking this course."
DTM*3100,"COOP*1020, DTM*1000, DTM*2000, 4.00 credits - Must be completed prior to taking this course."
DTM*3200,DTM*1100 - Must be completed prior to taking this course.
DTM*3300,DTM*1100 - Must be completed prior to taking this course.
DTM*3400,DTM*2400 - Must be completed prior to taking this course.
DTM*3800,4.00 credits - Must be completed prior to taking this course.
DTM*4000,"DTM*3000, DTM*3200, DTM*3300 - Must be completed prior to taking this course."
DTM*4300,"DTM*3000, DTM*3200, DTM*3300 - Must be completed prior to taking this course."
DTM*4400,DTM*1500 - Must be completed prior to taking this course.
DTM*4500,DTM*3000 - Must be completed prior to taking this course.
DTM*4600,"DTM*2200, DTM*2400, (DTM*1400 or DTM*2010) - Must be completed prior to taking this course."
DTM*4800,6.00 credits - Must be completed prior to taking this course.
VETM*3070,All Phase 1 courses - Must be taken either prior to or at the same time as this course.
VETM*3080,All Phase 1 courses - Must be taken either prior to or at the same time as this course.
VETM*3120,All Phase 1 courses - Must be taken either prior to or at the same time as this course.
VETM*3210,All Phase 1 courses - Must be taken either prior to or at the same time as this course.
VETM*3220,All Phase 1 courses - Must be completed prior to taking this course.
VETM*3400,All Phase 1 courses - Must be taken either prior to or at the same time as this course.
VETM*3410,All Phase 1 courses - Must be completed prior to taking this course.
VETM*3430,All Phase 1 courses - Must be taken either prior to or at the same time as this course.
VETM*3450,All Phase 1 courses - Must be completed prior to taking this course.
VETM*3460,All Phase 1 courses - Must be completed prior to taking this course.
VETM*3470,All Phase 1 courses - Must be completed prior to taking this course.
VETM*4220,All Phase 2 courses - Must be completed prior to taking this course.
VETM*4420,All Phase 2 courses - Must be completed prior to taking this course.
VETM*4460,All Phase 2 courses - Must be completed prior to taking this course.
VETM*4470,All Phase 2 courses - Must be completed prior to taking this course.
VETM*4480,All Phase 2 courses - Must be completed prior to taking this course.
VETM*4530,All Phase 2 courses - Must be completed prior to taking this course.
VETM*4610,All Phase 3 courses - Must be completed prior to taking this course.
VETM*4710,All Phase 3 courses - Must be completed prior to taking this course.
VETM*4900,All Phase 3 courses - Must be completed prior to taking this course.
VETM*4920,All Phase 3 courses - Must be completed prior to taking this course.
CVOA*2200,CVOA*1200 - Must be completed prior to taking this course.
DVT*2040,DVT*1040 - Must be completed prior to taking this course.
DVT*2070,DVT*1160 - Must be completed prior to taking this course.
DVT*2100,DVT*1060 or DVT*2040 - Must be completed prior to taking this course.
DVT*2120,DVT*1120 - Must be completed prior to taking this course.
DVT*2210,"DVT*1010, (DVT*2070 or DVT*1350), (DVT*1060 or DVT*2040) - Must be completed prior to taking this course."
DVT*2220,"DVT*1010, DVT*2070, DVT*2100 - Must be completed prior to taking this course."
DVT*2300,DVT*1010 - Must be completed prior to taking this course.
DVT*2310,DVT*2100 - Must be completed prior to taking this course.
DVT*2330,DVT*1060 or DVT*2040 - Must be completed prior to taking this course.
DVT*2340,DVT*2220 - Must be completed prior to taking this course.
DVT*3010,DVT*2040 - Must be completed prior to taking this course.
DVT*3030,"DVT*2040, DVT*2070, DVT*2300 - Must be completed prior to taking this course."
DVT*3070,DVT*2340 or DVT*3030 - Must be taken either prior to or at the same time as this course.
ZOO*2700,4.00 credits including BIOL*1070 - Must be completed prior to taking this course.
ZOO*3000,ZOO*2090 - Must be completed prior to taking this course.
ZOO*3050,"MBG*2040, BIOL*2400 is strongly recommended. - Must be completed prior to taking this course."
ZOO*3600,"BIOC*2580, ZOO*2090, (STAT*2040 or STAT*2230 is recommended) - Must be completed prior to taking this course."
ZOO*3610,STAT*2040 or STAT*2230 - Must be completed prior to taking this course.
ZOO*3620,ZOO*3600 - Must be completed prior to taking this course.
ZOO*3700,ZOO*2700 - Must be completed prior to taking this course.
ZOO*4070,"BIOL*2400, (STAT*2040 or STAT*2230) - Must be completed prior to taking this course."
ZOO*4170,"1 of BIOM*3200, HK*2810, ZOO*3210, ZOO*3600 - Must be completed prior to taking this course."
ZOO*4330,"15.00 credits including (STAT*2040 or STAT*2230), ZOO*2090 - Must be completed prior to taking this course."
ZOO*4570,"BIOL*2060, BIOL*3450, PHYS*1080 - Must be completed prior to taking this course."
ZOO*4910,"BIOL*2400, ZOO*2090 - Must be completed prior to taking this course."
ZOO*4920,14.00 credits including ZOO*2090 - Must be completed prior to taking this course.
ZOO*4940,15.00 credits including ZOO*2090 - Must be completed prior to taking this course.
ZOO*4950,15.00 credits including ZOO*2090 - Must be completed prior to taking this course.
